RAW_DATA,DATE,LINE,RESULT,FULL_DATE,FREE_CELL,TOTAL_ZEROS,TOTAL_ONES,RATIO,
,,,,,24230,"20,755.00",3475,20755:3475,
14:40:42.854445|0.22|0.0|2019-04-14 18:40:42.854499,14:40:43,0.22,0,2019-04-14 18:40:43,,,,,
14:40:44.430949|0.23|0.0|2019-04-14 18:40:44.430994,14:40:44,0.23,0,2019-04-14 18:40:44,,,,,
14:40:45.938223|0.24|0.0|2019-04-14 18:40:45.938272,14:40:46,0.24,0,2019-04-14 18:40:46,,,,,
14:45:46.597280|0.0|0.0|2019-04-14 18:45:46.597325,14:45:47,0,0,2019-04-14 18:45:47,,,,,
14:45:48.426519|0.1|0.0|2019-04-14 18:45:48.426577,14:45:48,0.1,0,2019-04-14 18:45:48,,,,,
14:45:51.153198|0.2|0.0|2019-04-14 18:45:51.153273,14:45:51,0.2,0,2019-04-14 18:45:51,,,,,
14:45:52.684293|0.17|0.0|2019-04-14 18:45:52.684338,14:45:53,0.17,0,2019-04-14 18:45:53,,,,,
14:45:54.116591|0.4|0.0|2019-04-14 18:45:54.116632,14:45:54,0.4,0,2019-04-14 18:45:54,,,,,
14:45:55.628882|0.5|0.0|2019-04-14 18:45:55.628934,14:45:56,0.5,0,2019-04-14 18:45:56,,,,,
14:45:56.988322|0.6|0.0|2019-04-14 18:45:56.988376,14:45:57,0.6,0,2019-04-14 18:45:57,,,,,
14:45:58.321680|0.7|0.0|2019-04-14 18:45:58.321729,14:45:58,0.7,0,2019-04-14 18:45:58,,,,,
14:45:59.802568|0.8|0.0|2019-04-14 18:45:59.802621,14:46:00,0.8,0,2019-04-14 18:46:00,,,,,
14:46:01.243383|0.9|0.0|2019-04-14 18:46:01.243438,14:46:01,0.9,0,2019-04-14 18:46:01,,,,,
14:46:03.511898|0.11|0.0|2019-04-14 18:46:03.511944,14:46:04,0.11,0,2019-04-14 18:46:04,,,,,
14:46:05.154854|0.12|0.0|2019-04-14 18:46:05.154930,14:46:05,0.12,0,2019-04-14 18:46:05,,,,,
14:46:06.951779|0.13|0.0|2019-04-14 18:46:06.951855,14:46:07,0.13,0,2019-04-14 18:46:07,,,,,
14:46:08.329586|0.14|0.0|2019-04-14 18:46:08.329644,14:46:08,0.14,0,2019-04-14 18:46:08,,,,,
14:46:09.901846|0.15|0.0|2019-04-14 18:46:09.901905,14:46:10,0.15,0,2019-04-14 18:46:10,,,,,
14:46:11.406135|0.16|0.0|2019-04-14 18:46:11.406177,14:46:11,0.16,0,2019-04-14 18:46:11,,,,,
14:46:13.501228|0.18|0.0|2019-04-14 18:46:13.501276,14:46:14,0.18,0,2019-04-14 18:46:14,,,,,
14:46:15.075133|0.19|0.0|2019-04-14 18:46:15.075204,14:46:15,0.19,0,2019-04-14 18:46:15,,,,,
14:46:17.072405|0.21|0.0|2019-04-14 18:46:17.072448,14:46:17,0.21,0,2019-04-14 18:46:17,,,,,
14:46:18.651962|0.22|0.0|2019-04-14 18:46:18.652022,14:46:19,0.22,0,2019-04-14 18:46:19,,,,,
14:46:20.447284|0.23|0.0|2019-04-14 18:46:20.447340,14:46:20,0.23,0,2019-04-14 18:46:20,,,,,
14:46:22.020828|0.24|0.0|2019-04-14 18:46:22.020890,14:46:22,0.24,0,2019-04-14 18:46:22,,,,,
15:05:47.902880|0.0|0.0|2019-04-14 19:05:47.902944,15:05:48,0,0,2019-04-14 19:05:48,,,,,
15:05:49.967690|0.1|0.0|2019-04-14 19:05:49.967782,15:05:50,0.1,0,2019-04-14 19:05:50,,,,,
15:05:52.384504|0.2|0.0|2019-04-14 19:05:52.384557,15:05:52,0.2,0,2019-04-14 19:05:52,,,,,
15:05:54.269948|0.17|0.0|2019-04-14 19:05:54.270004,15:05:54,0.17,0,2019-04-14 19:05:54,,,,,
15:05:56.082429|0.4|0.0|2019-04-14 19:05:56.082487,15:05:56,0.4,0,2019-04-14 19:05:56,,,,,
15:05:59.406339|0.5|0.0|2019-04-14 19:05:59.406392,15:05:59,0.5,0,2019-04-14 19:05:59,,,,,
15:06:01.076268|0.6|0.0|2019-04-14 19:06:01.076320,15:06:01,0.6,0,2019-04-14 19:06:01,,,,,
15:06:02.785748|0.7|0.0|2019-04-14 19:06:02.785820,15:06:03,0.7,0,2019-04-14 19:06:03,,,,,
15:06:04.297584|0.8|0.0|2019-04-14 19:06:04.297643,15:06:04,0.8,0,2019-04-14 19:06:04,,,,,
15:06:05.964403|0.9|0.0|2019-04-14 19:06:05.964469,15:06:06,0.9,0,2019-04-14 19:06:06,,,,,
15:06:07.910548|0.11|0.0|2019-04-14 19:06:07.910602,15:06:08,0.11,0,2019-04-14 19:06:08,,,,,
15:06:09.385916|0.12|0.0|2019-04-14 19:06:09.385970,15:06:09,0.12,0,2019-04-14 19:06:09,,,,,
15:06:10.740043|0.13|0.0|2019-04-14 19:06:10.740104,15:06:11,0.13,0,2019-04-14 19:06:11,,,,,
15:06:12.341173|0.14|0.0|2019-04-14 19:06:12.341254,15:06:12,0.14,0,2019-04-14 19:06:12,,,,,
15:06:13.723078|0.15|0.0|2019-04-14 19:06:13.723133,15:06:14,0.15,0,2019-04-14 19:06:14,,,,,
15:06:15.259879|0.16|0.0|2019-04-14 19:06:15.259942,15:06:15,0.16,0,2019-04-14 19:06:15,,,,,
15:06:17.374526|0.18|0.0|2019-04-14 19:06:17.374601,15:06:17,0.18,0,2019-04-14 19:06:17,,,,,
15:06:18.965201|0.19|0.0|2019-04-14 19:06:18.965261,15:06:19,0.19,0,2019-04-14 19:06:19,,,,,
15:06:20.762541|0.21|0.0|2019-04-14 19:06:20.762602,15:06:21,0.21,0,2019-04-14 19:06:21,,,,,
15:06:22.462744|0.22|0.0|2019-04-14 19:06:22.462795,15:06:22,0.22,0,2019-04-14 19:06:22,,,,,
15:06:24.109336|0.23|0.0|2019-04-14 19:06:24.109402,15:06:24,0.23,0,2019-04-14 19:06:24,,,,,
15:06:25.841023|0.24|0.0|2019-04-14 19:06:25.841085,15:06:26,0.24,0,2019-04-14 19:06:26,,,,,
15:15:25.855684|0.0|0.0|2019-04-14 19:15:25.855735,15:15:26,0,0,2019-04-14 19:15:26,,,,,
15:15:27.886995|0.1|0.0|2019-04-14 19:15:27.887046,15:15:28,0.1,0,2019-04-14 19:15:28,,,,,
15:15:30.267228|0.2|0.0|2019-04-14 19:15:30.267286,15:15:30,0.2,0,2019-04-14 19:15:30,,,,,
15:15:32.041577|0.17|0.0|2019-04-14 19:15:32.041640,15:15:32,0.17,0,2019-04-14 19:15:32,,,,,
15:15:33.624868|0.4|0.0|2019-04-14 19:15:33.624915,15:15:34,0.4,0,2019-04-14 19:15:34,,,,,
15:15:35.405802|0.5|0.0|2019-04-14 19:15:35.405853,15:15:35,0.5,0,2019-04-14 19:15:35,,,,,
15:15:37.251634|0.6|0.0|2019-04-14 19:15:37.251689,15:15:37,0.6,0,2019-04-14 19:15:37,,,,,
15:15:38.922802|0.7|0.0|2019-04-14 19:15:38.922852,15:15:39,0.7,0,2019-04-14 19:15:39,,,,,
15:15:40.530623|0.8|0.0|2019-04-14 19:15:40.530678,15:15:41,0.8,0,2019-04-14 19:15:41,,,,,
15:15:42.491707|0.9|0.0|2019-04-14 19:15:42.491751,15:15:42,0.9,0,2019-04-14 19:15:42,,,,,
15:15:44.945435|0.11|0.0|2019-04-14 19:15:44.945493,15:15:45,0.11,0,2019-04-14 19:15:45,,,,,
15:15:46.786172|0.12|0.0|2019-04-14 19:15:46.786223,15:15:47,0.12,0,2019-04-14 19:15:47,,,,,
15:15:48.341284|0.13|0.0|2019-04-14 19:15:48.341341,15:15:48,0.13,0,2019-04-14 19:15:48,,,,,
15:15:50.127728|0.14|0.0|2019-04-14 19:15:50.127788,15:15:50,0.14,0,2019-04-14 19:15:50,,,,,
15:15:51.872723|0.15|0.0|2019-04-14 19:15:51.872782,15:15:52,0.15,0,2019-04-14 19:15:52,,,,,
15:15:53.456549|0.16|0.0|2019-04-14 19:15:53.456602,15:15:53,0.16,0,2019-04-14 19:15:53,,,,,
15:15:55.699993|0.18|0.0|2019-04-14 19:15:55.700050,15:15:56,0.18,0,2019-04-14 19:15:56,,,,,
15:15:57.438523|0.19|0.0|2019-04-14 19:15:57.438588,15:15:57,0.19,0,2019-04-14 19:15:57,,,,,
15:15:59.228392|0.21|0.0|2019-04-14 19:15:59.228462,15:15:59,0.21,0,2019-04-14 19:15:59,,,,,
15:16:00.795656|0.22|0.0|2019-04-14 19:16:00.795703,15:16:01,0.22,0,2019-04-14 19:16:01,,,,,
15:16:02.576211|0.23|0.0|2019-04-14 19:16:02.576280,15:16:03,0.23,0,2019-04-14 19:16:03,,,,,
15:16:04.122831|0.24|0.0|2019-04-14 19:16:04.122891,15:16:04,0.24,0,2019-04-14 19:16:04,,,,,
15:30:37.488098|0.0|0.0|2019-04-14 19:30:37.488158,15:30:37,0,0,2019-04-14 19:30:37,,,,,
15:30:39.527537|0.1|0.0|2019-04-14 19:30:39.527596,15:30:40,0.1,0,2019-04-14 19:30:40,,,,,
15:30:41.979619|0.2|0.0|2019-04-14 19:30:41.979666,15:30:42,0.2,0,2019-04-14 19:30:42,,,,,
15:30:43.847891|0.17|0.0|2019-04-14 19:30:43.847969,15:30:44,0.17,0,2019-04-14 19:30:44,,,,,
15:30:45.661489|0.4|0.0|2019-04-14 19:30:45.661550,15:30:46,0.4,0,2019-04-14 19:30:46,,,,,
15:30:47.440998|0.5|0.0|2019-04-14 19:30:47.441055,15:30:47,0.5,0,2019-04-14 19:30:47,,,,,
15:30:49.287210|0.6|0.0|2019-04-14 19:30:49.287265,15:30:49,0.6,0,2019-04-14 19:30:49,,,,,
15:30:50.942246|0.7|0.0|2019-04-14 19:30:50.942306,15:30:51,0.7,0,2019-04-14 19:30:51,,,,,
15:30:52.621821|0.8|0.0|2019-04-14 19:30:52.621867,15:30:53,0.8,0,2019-04-14 19:30:53,,,,,
15:30:54.214430|0.9|0.0|2019-04-14 19:30:54.214480,15:30:54,0.9,0,2019-04-14 19:30:54,,,,,
15:30:56.566190|0.11|0.0|2019-04-14 19:30:56.566244,15:30:57,0.11,0,2019-04-14 19:30:57,,,,,
15:30:57.973379|0.12|0.0|2019-04-14 19:30:57.973447,15:30:58,0.12,0,2019-04-14 19:30:58,,,,,
15:31:01.076801|0.13|0.0|2019-04-14 19:31:01.076862,15:31:01,0.13,0,2019-04-14 19:31:01,,,,,
15:31:02.845293|0.14|0.0|2019-04-14 19:31:02.845340,15:31:03,0.14,0,2019-04-14 19:31:03,,,,,
15:31:04.419780|0.15|0.0|2019-04-14 19:31:04.419827,15:31:04,0.15,0,2019-04-14 19:31:04,,,,,
15:31:06.047458|0.16|0.0|2019-04-14 19:31:06.047519,15:31:06,0.16,0,2019-04-14 19:31:06,,,,,
15:31:08.269620|0.18|0.0|2019-04-14 19:31:08.269672,15:31:08,0.18,0,2019-04-14 19:31:08,,,,,
15:31:09.850541|0.19|0.0|2019-04-14 19:31:09.850592,15:31:10,0.19,0,2019-04-14 19:31:10,,,,,
15:31:11.780578|0.21|0.0|2019-04-14 19:31:11.780640,15:31:12,0.21,0,2019-04-14 19:31:12,,,,,
15:31:13.242709|0.22|0.0|2019-04-14 19:31:13.242771,15:31:13,0.22,0,2019-04-14 19:31:13,,,,,
15:31:14.845228|0.23|0.0|2019-04-14 19:31:14.845287,15:31:15,0.23,0,2019-04-14 19:31:15,,,,,
15:31:16.326512|0.24|0.0|2019-04-14 19:31:16.326565,15:31:16,0.24,0,2019-04-14 19:31:16,,,,,
15:35:04.328431|0.0|0.0|2019-04-14 19:35:04.328490,15:35:04,0,0,2019-04-14 19:35:04,,,,,
15:35:06.196856|0.1|0.0|2019-04-14 19:35:06.196903,15:35:06,0.1,0,2019-04-14 19:35:06,,,,,
15:35:08.440904|0.2|0.0|2019-04-14 19:35:08.440964,15:35:08,0.2,0,2019-04-14 19:35:08,,,,,
15:35:10.540830|0.17|0.0|2019-04-14 19:35:10.540888,15:35:11,0.17,0,2019-04-14 19:35:11,,,,,
15:35:12.427024|0.4|0.0|2019-04-14 19:35:12.427069,15:35:12,0.4,0,2019-04-14 19:35:12,,,,,
15:35:14.388222|0.5|0.0|2019-04-14 19:35:14.388274,15:35:14,0.5,0,2019-04-14 19:35:14,,,,,
15:35:16.289764|0.6|0.0|2019-04-14 19:35:16.289816,15:35:16,0.6,0,2019-04-14 19:35:16,,,,,
15:35:17.878219|0.7|0.0|2019-04-14 19:35:17.878280,15:35:18,0.7,0,2019-04-14 19:35:18,,,,,
15:35:19.812426|0.8|0.0|2019-04-14 19:35:19.812495,15:35:20,0.8,0,2019-04-14 19:35:20,,,,,
15:35:21.570032|0.9|0.0|2019-04-14 19:35:21.570110,15:35:22,0.9,0,2019-04-14 19:35:22,,,,,
15:35:24.015217|0.11|0.0|2019-04-14 19:35:24.015269,15:35:24,0.11,0,2019-04-14 19:35:24,,,,,
15:35:25.661899|0.12|0.0|2019-04-14 19:35:25.661954,15:35:26,0.12,0,2019-04-14 19:35:26,,,,,
15:35:27.432710|0.13|0.0|2019-04-14 19:35:27.432761,15:35:27,0.13,0,2019-04-14 19:35:27,,,,,
15:35:29.066103|0.14|0.0|2019-04-14 19:35:29.066145,15:35:29,0.14,0,2019-04-14 19:35:29,,,,,
15:35:30.909138|0.15|0.0|2019-04-14 19:35:30.909188,15:35:31,0.15,0,2019-04-14 19:35:31,,,,,
15:35:32.843033|0.16|0.0|2019-04-14 19:35:32.843086,15:35:33,0.16,0,2019-04-14 19:35:33,,,,,
15:35:35.428762|0.18|0.0|2019-04-14 19:35:35.428813,15:35:35,0.18,0,2019-04-14 19:35:35,,,,,
15:35:37.314513|0.19|0.0|2019-04-14 19:35:37.314571,15:35:37,0.19,0,2019-04-14 19:35:37,,,,,
15:35:39.282964|0.21|0.0|2019-04-14 19:35:39.283025,15:35:39,0.21,0,2019-04-14 19:35:39,,,,,
15:35:41.083235|0.22|0.0|2019-04-14 19:35:41.083291,15:35:41,0.22,0,2019-04-14 19:35:41,,,,,
15:35:42.782172|0.23|0.0|2019-04-14 19:35:42.782218,15:35:43,0.23,0,2019-04-14 19:35:43,,,,,
15:35:44.341694|0.24|0.0|2019-04-14 19:35:44.341749,15:35:44,0.24,0,2019-04-14 19:35:44,,,,,
15:35:48.702829|0.0|0.0|2019-04-14 19:35:48.702883,15:35:49,0,0,2019-04-14 19:35:49,,,,,
15:35:52.408224|0.1|0.0|2019-04-14 19:35:52.408277,15:35:52,0.1,0,2019-04-14 19:35:52,,,,,
15:35:56.270689|0.2|0.0|2019-04-14 19:35:56.270741,15:35:56,0.2,0,2019-04-14 19:35:56,,,,,
15:35:57.864781|0.17|0.0|2019-04-14 19:35:57.864839,15:35:58,0.17,0,2019-04-14 19:35:58,,,,,
15:35:59.342190|0.4|0.0|2019-04-14 19:35:59.342238,15:35:59,0.4,0,2019-04-14 19:35:59,,,,,
15:36:00.849932|0.5|0.0|2019-04-14 19:36:00.849989,15:36:01,0.5,0,2019-04-14 19:36:01,,,,,
15:36:02.552995|0.6|0.0|2019-04-14 19:36:02.553053,15:36:03,0.6,0,2019-04-14 19:36:03,,,,,
15:36:04.193364|0.7|0.0|2019-04-14 19:36:04.193423,15:36:04,0.7,0,2019-04-14 19:36:04,,,,,
15:36:05.694306|0.8|0.0|2019-04-14 19:36:05.694352,15:36:06,0.8,0,2019-04-14 19:36:06,,,,,
15:36:07.159482|0.9|0.0|2019-04-14 19:36:07.159536,15:36:07,0.9,0,2019-04-14 19:36:07,,,,,
15:36:09.414920|0.11|0.0|2019-04-14 19:36:09.414970,15:36:09,0.11,0,2019-04-14 19:36:09,,,,,
15:36:10.973427|0.12|0.0|2019-04-14 19:36:10.973483,15:36:11,0.12,0,2019-04-14 19:36:11,,,,,
15:36:12.551746|0.13|0.0|2019-04-14 19:36:12.551811,15:36:13,0.13,0,2019-04-14 19:36:13,,,,,
15:36:14.013562|0.14|0.0|2019-04-14 19:36:14.013630,15:36:14,0.14,0,2019-04-14 19:36:14,,,,,
15:36:15.669460|0.15|0.0|2019-04-14 19:36:15.669513,15:36:16,0.15,0,2019-04-14 19:36:16,,,,,
15:36:17.112438|0.16|0.0|2019-04-14 19:36:17.112483,15:36:17,0.16,0,2019-04-14 19:36:17,,,,,
15:36:19.221639|0.18|0.0|2019-04-14 19:36:19.221695,15:36:19,0.18,0,2019-04-14 19:36:19,,,,,
15:36:20.735841|0.19|0.0|2019-04-14 19:36:20.735886,15:36:21,0.19,0,2019-04-14 19:36:21,,,,,
15:36:24.027034|0.21|0.0|2019-04-14 19:36:24.027076,15:36:24,0.21,0,2019-04-14 19:36:24,,,,,
15:36:25.944474|0.22|0.0|2019-04-14 19:36:25.944514,15:36:26,0.22,0,2019-04-14 19:36:26,,,,,
15:36:27.632013|0.23|0.0|2019-04-14 19:36:27.632069,15:36:28,0.23,0,2019-04-14 19:36:28,,,,,
15:36:29.304450|0.24|0.0|2019-04-14 19:36:29.304508,15:36:29,0.24,0,2019-04-14 19:36:29,,,,,
15:40:06.973701|0.0|0.0|2019-04-14 19:40:06.973765,15:40:07,0,0,2019-04-14 19:40:07,,,,,
15:40:08.846875|0.1|0.0|2019-04-14 19:40:08.846941,15:40:09,0.1,0,2019-04-14 19:40:09,,,,,
15:40:11.239273|0.2|0.0|2019-04-14 19:40:11.239326,15:40:11,0.2,0,2019-04-14 19:40:11,,,,,
15:40:12.865836|0.17|0.0|2019-04-14 19:40:12.865893,15:40:13,0.17,0,2019-04-14 19:40:13,,,,,
15:40:14.453751|0.4|0.0|2019-04-14 19:40:14.453814,15:40:14,0.4,0,2019-04-14 19:40:14,,,,,
15:40:16.202814|0.5|0.0|2019-04-14 19:40:16.202872,15:40:16,0.5,0,2019-04-14 19:40:16,,,,,
15:40:18.007738|0.6|0.0|2019-04-14 19:40:18.007796,15:40:18,0.6,0,2019-04-14 19:40:18,,,,,
15:40:19.546900|0.7|0.0|2019-04-14 19:40:19.546943,15:40:20,0.7,0,2019-04-14 19:40:20,,,,,
15:40:21.194110|0.8|0.0|2019-04-14 19:40:21.194165,15:40:21,0.8,0,2019-04-14 19:40:21,,,,,
15:40:22.765825|0.9|0.0|2019-04-14 19:40:22.765871,15:40:23,0.9,0,2019-04-14 19:40:23,,,,,
15:40:24.958963|0.11|0.0|2019-04-14 19:40:24.959008,15:40:25,0.11,0,2019-04-14 19:40:25,,,,,
15:40:26.671916|0.12|0.0|2019-04-14 19:40:26.671964,15:40:27,0.12,0,2019-04-14 19:40:27,,,,,
15:40:28.216681|0.13|0.0|2019-04-14 19:40:28.216729,15:40:28,0.13,0,2019-04-14 19:40:28,,,,,
15:40:29.815171|0.14|0.0|2019-04-14 19:40:29.815220,15:40:30,0.14,0,2019-04-14 19:40:30,,,,,
15:40:31.561746|0.15|0.0|2019-04-14 19:40:31.561810,15:40:32,0.15,0,2019-04-14 19:40:32,,,,,
15:40:33.202480|0.16|0.0|2019-04-14 19:40:33.202525,15:40:33,0.16,0,2019-04-14 19:40:33,,,,,
15:40:35.384604|0.18|0.0|2019-04-14 19:40:35.384660,15:40:35,0.18,0,2019-04-14 19:40:35,,,,,
15:40:37.057849|0.19|0.0|2019-04-14 19:40:37.057905,15:40:37,0.19,0,2019-04-14 19:40:37,,,,,
15:40:38.852297|0.21|0.0|2019-04-14 19:40:38.852355,15:40:39,0.21,0,2019-04-14 19:40:39,,,,,
15:40:40.499546|0.22|0.0|2019-04-14 19:40:40.499602,15:40:41,0.22,0,2019-04-14 19:40:41,,,,,
15:40:41.952937|0.23|0.0|2019-04-14 19:40:41.953010,15:40:42,0.23,0,2019-04-14 19:40:42,,,,,
15:40:43.529928|0.24|0.0|2019-04-14 19:40:43.529971,15:40:44,0.24,0,2019-04-14 19:40:44,,,,,
15:45:11.335563|0.0|0.0|2019-04-14 19:45:11.335625,15:45:11,0,0,2019-04-14 19:45:11,,,,,
15:45:13.218339|0.1|0.0|2019-04-14 19:45:13.218548,15:45:13,0.1,0,2019-04-14 19:45:13,,,,,
15:45:15.390808|0.2|0.0|2019-04-14 19:45:15.390860,15:45:15,0.2,0,2019-04-14 19:45:15,,,,,
15:45:17.330431|0.17|0.0|2019-04-14 19:45:17.330474,15:45:17,0.17,0,2019-04-14 19:45:17,,,,,
15:45:19.336337|0.4|0.0|2019-04-14 19:45:19.336399,15:45:19,0.4,0,2019-04-14 19:45:19,,,,,
15:45:21.109199|0.5|0.0|2019-04-14 19:45:21.109253,15:45:21,0.5,0,2019-04-14 19:45:21,,,,,
15:45:22.662481|0.6|0.0|2019-04-14 19:45:22.662536,15:45:23,0.6,0,2019-04-14 19:45:23,,,,,
15:45:24.666711|0.7|0.0|2019-04-14 19:45:24.666774,15:45:25,0.7,0,2019-04-14 19:45:25,,,,,
15:45:26.460432|0.8|0.0|2019-04-14 19:45:26.460474,15:45:26,0.8,0,2019-04-14 19:45:26,,,,,
15:45:28.009679|0.9|0.0|2019-04-14 19:45:28.009860,15:45:28,0.9,0,2019-04-14 19:45:28,,,,,
15:45:30.165067|0.11|0.0|2019-04-14 19:45:30.165118,15:45:30,0.11,0,2019-04-14 19:45:30,,,,,
15:45:31.769101|0.12|0.0|2019-04-14 19:45:31.769156,15:45:32,0.12,0,2019-04-14 19:45:32,,,,,
15:45:33.328955|0.13|0.0|2019-04-14 19:45:33.329007,15:45:33,0.13,0,2019-04-14 19:45:33,,,,,
15:45:34.804897|0.14|0.0|2019-04-14 19:45:34.804941,15:45:35,0.14,0,2019-04-14 19:45:35,,,,,
15:45:36.313658|0.15|0.0|2019-04-14 19:45:36.313711,15:45:36,0.15,0,2019-04-14 19:45:36,,,,,
15:45:37.802689|0.16|0.0|2019-04-14 19:45:37.802748,15:45:38,0.16,0,2019-04-14 19:45:38,,,,,
15:45:39.852022|0.18|0.0|2019-04-14 19:45:39.852080,15:45:40,0.18,0,2019-04-14 19:45:40,,,,,
15:45:41.451497|0.19|0.0|2019-04-14 19:45:41.451551,15:45:41,0.19,0,2019-04-14 19:45:41,,,,,
15:45:43.250056|0.21|0.0|2019-04-14 19:45:43.250135,15:45:43,0.21,0,2019-04-14 19:45:43,,,,,
15:45:44.762959|0.22|0.0|2019-04-14 19:45:44.763012,15:45:45,0.22,0,2019-04-14 19:45:45,,,,,
15:45:46.463248|0.23|0.0|2019-04-14 19:45:46.463303,15:45:46,0.23,0,2019-04-14 19:45:46,,,,,
15:45:47.862753|0.24|0.0|2019-04-14 19:45:47.862810,15:45:48,0.24,0,2019-04-14 19:45:48,,,,,
17:35:15.817688|0.0|0.0|2019-04-14 21:35:15.817762,17:35:16,0,0,2019-04-14 21:35:16,,,,,
17:35:17.824596|0.1|0.0|2019-04-14 21:35:17.824665,17:35:18,0.1,0,2019-04-14 21:35:18,,,,,
17:35:20.654513|0.2|0.0|2019-04-14 21:35:20.654658,17:35:21,0.2,0,2019-04-14 21:35:21,,,,,
17:35:24.262355|0.17|0.0|2019-04-14 21:35:24.262402,17:35:24,0.17,0,2019-04-14 21:35:24,,,,,
17:35:26.059533|0.4|0.0|2019-04-14 21:35:26.059587,17:35:26,0.4,0,2019-04-14 21:35:26,,,,,
17:35:28.172179|0.5|0.0|2019-04-14 21:35:28.172221,17:35:28,0.5,0,2019-04-14 21:35:28,,,,,
17:35:29.894259|0.6|0.0|2019-04-14 21:35:29.894302,17:35:30,0.6,0,2019-04-14 21:35:30,,,,,
17:35:31.835532|0.7|0.0|2019-04-14 21:35:31.835582,17:35:32,0.7,0,2019-04-14 21:35:32,,,,,
17:35:33.573291|0.8|0.0|2019-04-14 21:35:33.573348,17:35:34,0.8,0,2019-04-14 21:35:34,,,,,
17:35:35.335331|0.9|0.0|2019-04-14 21:35:35.335409,17:35:35,0.9,0,2019-04-14 21:35:35,,,,,
17:35:37.720375|0.11|0.0|2019-04-14 21:35:37.720435,17:35:38,0.11,0,2019-04-14 21:35:38,,,,,
17:35:39.632363|0.12|0.0|2019-04-14 21:35:39.632424,17:35:40,0.12,0,2019-04-14 21:35:40,,,,,
17:35:41.440120|0.13|0.0|2019-04-14 21:35:41.440176,17:35:41,0.13,0,2019-04-14 21:35:41,,,,,
17:35:43.356790|0.14|0.0|2019-04-14 21:35:43.356839,17:35:43,0.14,0,2019-04-14 21:35:43,,,,,
17:35:45.192832|0.15|0.0|2019-04-14 21:35:45.192880,17:35:45,0.15,0,2019-04-14 21:35:45,,,,,
17:35:46.990896|0.16|0.0|2019-04-14 21:35:46.990942,17:35:47,0.16,0,2019-04-14 21:35:47,,,,,
17:35:49.699564|0.18|0.0|2019-04-14 21:35:49.699617,17:35:50,0.18,0,2019-04-14 21:35:50,,,,,
17:35:52.085703|0.19|0.0|2019-04-14 21:35:52.085761,17:35:52,0.19,0,2019-04-14 21:35:52,,,,,
17:35:53.914106|0.21|0.0|2019-04-14 21:35:53.914182,17:35:54,0.21,0,2019-04-14 21:35:54,,,,,
17:35:55.734026|0.22|0.0|2019-04-14 21:35:55.734070,17:35:56,0.22,0,2019-04-14 21:35:56,,,,,
17:35:57.448471|0.23|0.0|2019-04-14 21:35:57.448523,17:35:57,0.23,0,2019-04-14 21:35:57,,,,,
17:35:58.988552|0.24|0.0|2019-04-14 21:35:58.988600,17:35:59,0.24,0,2019-04-14 21:35:59,,,,,
17:40:14.857307|0.0|0.0|2019-04-14 21:40:14.857355,17:40:15,0,0,2019-04-14 21:40:15,,,,,
17:40:16.807698|0.1|0.0|2019-04-14 21:40:16.807750,17:40:17,0.1,0,2019-04-14 21:40:17,,,,,
17:40:18.734827|0.2|0.0|2019-04-14 21:40:18.734884,17:40:19,0.2,0,2019-04-14 21:40:19,,,,,
17:40:20.380404|0.17|0.0|2019-04-14 21:40:20.380459,17:40:20,0.17,0,2019-04-14 21:40:20,,,,,
17:40:22.329192|0.4|0.0|2019-04-14 21:40:22.329235,17:40:22,0.4,0,2019-04-14 21:40:22,,,,,
17:40:24.149017|0.5|0.0|2019-04-14 21:40:24.149064,17:40:24,0.5,0,2019-04-14 21:40:24,,,,,
17:40:25.760014|0.6|0.0|2019-04-14 21:40:25.760069,17:40:26,0.6,0,2019-04-14 21:40:26,,,,,
17:40:27.325466|0.7|0.0|2019-04-14 21:40:27.325525,17:40:27,0.7,0,2019-04-14 21:40:27,,,,,
17:40:29.042034|0.8|0.0|2019-04-14 21:40:29.042082,17:40:29,0.8,0,2019-04-14 21:40:29,,,,,
17:40:30.584015|0.9|0.0|2019-04-14 21:40:30.584064,17:40:31,0.9,0,2019-04-14 21:40:31,,,,,
17:40:32.664660|0.11|0.0|2019-04-14 21:40:32.664719,17:40:33,0.11,0,2019-04-14 21:40:33,,,,,
17:40:34.343016|0.12|0.0|2019-04-14 21:40:34.343067,17:40:34,0.12,0,2019-04-14 21:40:34,,,,,
17:40:36.109166|0.13|0.0|2019-04-14 21:40:36.109221,17:40:36,0.13,0,2019-04-14 21:40:36,,,,,
17:40:37.669050|0.14|0.0|2019-04-14 21:40:37.669115,17:40:38,0.14,0,2019-04-14 21:40:38,,,,,
17:40:39.376274|0.15|0.0|2019-04-14 21:40:39.376330,17:40:39,0.15,0,2019-04-14 21:40:39,,,,,
17:40:40.956227|0.16|0.0|2019-04-14 21:40:40.956293,17:40:41,0.16,0,2019-04-14 21:40:41,,,,,
17:40:43.243564|0.18|0.0|2019-04-14 21:40:43.243607,17:40:43,0.18,0,2019-04-14 21:40:43,,,,,
17:40:44.795449|0.19|0.0|2019-04-14 21:40:44.795500,17:40:45,0.19,0,2019-04-14 21:40:45,,,,,
17:40:46.771174|0.21|0.0|2019-04-14 21:40:46.771227,17:40:47,0.21,0,2019-04-14 21:40:47,,,,,
17:40:48.407673|0.22|0.0|2019-04-14 21:40:48.407729,17:40:48,0.22,0,2019-04-14 21:40:48,,,,,
