RAW_DATA,DATE,LINE,RESULT,FULL_DATE,FREE_CELL,TOTAL_ZEROS,TOTAL_ONES,RATIO,
,,,,,24230,"20,755.00",3475,20755:3475,
10:06:07.834369|0.23|0.0|2019-04-11 14:06:07.834425,10:06:08,0.23,0,2019-04-11 14:06:08,,,,,
10:06:09.213316|0.24|0.0|2019-04-11 14:06:09.213393,10:06:09,0.24,0,2019-04-11 14:06:09,,,,,
10:10:26.072373|0.0|0.0|2019-04-11 14:10:26.072429,10:10:26,0,0,2019-04-11 14:10:26,,,,,
10:10:27.643391|0.1|0.0|2019-04-11 14:10:27.643441,10:10:28,0.1,0,2019-04-11 14:10:28,,,,,
10:10:29.510460|0.2|0.1|2019-04-11 14:10:29.510513,10:10:30,0.2,0.1,2019-04-11 14:10:30,,,,,
10:10:31.152196|0.17|0.0|2019-04-11 14:10:31.152250,10:10:31,0.17,0,2019-04-11 14:10:31,,,,,
10:10:32.734724|0.4|0.0|2019-04-11 14:10:32.734782,10:10:33,0.4,0,2019-04-11 14:10:33,,,,,
10:10:34.208429|0.5|0.0|2019-04-11 14:10:34.208480,10:10:34,0.5,0,2019-04-11 14:10:34,,,,,
10:10:35.853259|0.6|0.0|2019-04-11 14:10:35.853301,10:10:36,0.6,0,2019-04-11 14:10:36,,,,,
10:10:37.211095|0.7|0.0|2019-04-11 14:10:37.211155,10:10:37,0.7,0,2019-04-11 14:10:37,,,,,
10:10:38.405483|0.8|0.0|2019-04-11 14:10:38.405537,10:10:38,0.8,0,2019-04-11 14:10:38,,,,,
10:10:39.819639|0.9|0.0|2019-04-11 14:10:39.819679,10:10:40,0.9,0,2019-04-11 14:10:40,,,,,
10:10:41.969574|0.11|0.0|2019-04-11 14:10:41.969630,10:10:42,0.11,0,2019-04-11 14:10:42,,,,,
10:10:43.355858|0.12|0.0|2019-04-11 14:10:43.355915,10:10:43,0.12,0,2019-04-11 14:10:43,,,,,
10:10:44.773412|0.13|0.0|2019-04-11 14:10:44.773466,10:10:45,0.13,0,2019-04-11 14:10:45,,,,,
10:10:46.217758|0.14|0.0|2019-04-11 14:10:46.217809,10:10:46,0.14,0,2019-04-11 14:10:46,,,,,
10:10:47.637358|0.15|0.0|2019-04-11 14:10:47.637406,10:10:48,0.15,0,2019-04-11 14:10:48,,,,,
10:10:49.044638|0.16|0.0|2019-04-11 14:10:49.044691,10:10:49,0.16,0,2019-04-11 14:10:49,,,,,
10:10:51.029200|0.18|0.0|2019-04-11 14:10:51.029255,10:10:51,0.18,0,2019-04-11 14:10:51,,,,,
10:10:52.520119|0.19|0.0|2019-04-11 14:10:52.520172,10:10:53,0.19,0,2019-04-11 14:10:53,,,,,
10:10:54.176155|0.21|0.0|2019-04-11 14:10:54.176198,10:10:54,0.21,0,2019-04-11 14:10:54,,,,,
10:10:55.659701|0.22|0.0|2019-04-11 14:10:55.659755,10:10:56,0.22,0,2019-04-11 14:10:56,,,,,
10:10:57.200296|0.23|0.0|2019-04-11 14:10:57.200350,10:10:57,0.23,0,2019-04-11 14:10:57,,,,,
10:10:58.771702|0.24|0.0|2019-04-11 14:10:58.771757,10:10:59,0.24,0,2019-04-11 14:10:59,,,,,
10:15:16.526875|0.0|0.0|2019-04-11 14:15:16.526919,10:15:17,0,0,2019-04-11 14:15:17,,,,,
10:15:18.166620|0.1|0.0|2019-04-11 14:15:18.166677,10:15:18,0.1,0,2019-04-11 14:15:18,,,,,
10:15:19.706199|0.2|0.1|2019-04-11 14:15:19.706251,10:15:20,0.2,0.1,2019-04-11 14:15:20,,,,,
10:15:22.000184|0.17|0.0|2019-04-11 14:15:22.000241,10:15:22,0.17,0,2019-04-11 14:15:22,,,,,
10:15:23.276933|0.4|0.0|2019-04-11 14:15:23.276988,10:15:23,0.4,0,2019-04-11 14:15:23,,,,,
10:15:24.499135|0.5|0.0|2019-04-11 14:15:24.499189,10:15:24,0.5,0,2019-04-11 14:15:24,,,,,
10:15:25.854279|0.6|0.0|2019-04-11 14:15:25.854332,10:15:26,0.6,0,2019-04-11 14:15:26,,,,,
10:15:27.217478|0.7|0.0|2019-04-11 14:15:27.217534,10:15:27,0.7,0,2019-04-11 14:15:27,,,,,
10:15:28.623037|0.8|0.0|2019-04-11 14:15:28.623090,10:15:29,0.8,0,2019-04-11 14:15:29,,,,,
10:15:29.917757|0.9|0.0|2019-04-11 14:15:29.917804,10:15:30,0.9,0,2019-04-11 14:15:30,,,,,
10:15:31.761130|0.11|0.0|2019-04-11 14:15:31.761173,10:15:32,0.11,0,2019-04-11 14:15:32,,,,,
10:15:32.998755|0.12|0.0|2019-04-11 14:15:32.998814,10:15:33,0.12,0,2019-04-11 14:15:33,,,,,
10:15:34.537913|0.13|0.0|2019-04-11 14:15:34.537961,10:15:35,0.13,0,2019-04-11 14:15:35,,,,,
10:15:35.913970|0.14|0.0|2019-04-11 14:15:35.914032,10:15:36,0.14,0,2019-04-11 14:15:36,,,,,
10:15:37.188783|0.15|0.0|2019-04-11 14:15:37.188839,10:15:37,0.15,0,2019-04-11 14:15:37,,,,,
10:15:38.555331|0.16|0.0|2019-04-11 14:15:38.555375,10:15:39,0.16,0,2019-04-11 14:15:39,,,,,
10:15:40.241879|0.18|0.0|2019-04-11 14:15:40.241928,10:15:40,0.18,0,2019-04-11 14:15:40,,,,,
10:15:41.559247|0.19|0.0|2019-04-11 14:15:41.559291,10:15:42,0.19,0,2019-04-11 14:15:42,,,,,
10:15:42.981823|0.21|0.0|2019-04-11 14:15:42.981874,10:15:43,0.21,0,2019-04-11 14:15:43,,,,,
10:15:44.407242|0.22|0.0|2019-04-11 14:15:44.407301,10:15:44,0.22,0,2019-04-11 14:15:44,,,,,
10:15:45.651134|0.23|0.0|2019-04-11 14:15:45.651185,10:15:46,0.23,0,2019-04-11 14:15:46,,,,,
10:15:47.020872|0.24|0.0|2019-04-11 14:15:47.020929,10:15:47,0.24,0,2019-04-11 14:15:47,,,,,
10:20:04.343275|0.0|0.0|2019-04-11 14:20:04.343331,10:20:04,0,0,2019-04-11 14:20:04,,,,,
10:20:05.880147|0.1|0.0|2019-04-11 14:20:05.880201,10:20:06,0.1,0,2019-04-11 14:20:06,,,,,
10:20:07.443467|0.2|0.1|2019-04-11 14:20:07.443522,10:20:07,0.2,0.1,2019-04-11 14:20:07,,,,,
10:20:08.688078|0.17|0.0|2019-04-11 14:20:08.688139,10:20:09,0.17,0,2019-04-11 14:20:09,,,,,
10:20:10.212241|0.4|0.0|2019-04-11 14:20:10.212298,10:20:10,0.4,0,2019-04-11 14:20:10,,,,,
10:20:11.581473|0.5|0.0|2019-04-11 14:20:11.581520,10:20:12,0.5,0,2019-04-11 14:20:12,,,,,
10:20:13.167711|0.6|0.0|2019-04-11 14:20:13.167766,10:20:13,0.6,0,2019-04-11 14:20:13,,,,,
10:20:14.468595|0.7|0.1|2019-04-11 14:20:14.468646,10:20:14,0.7,0.1,2019-04-11 14:20:14,,,,,
10:20:16.164162|0.8|0.0|2019-04-11 14:20:16.164216,10:20:16,0.8,0,2019-04-11 14:20:16,,,,,
10:20:17.763422|0.9|0.0|2019-04-11 14:20:17.763476,10:20:18,0.9,0,2019-04-11 14:20:18,,,,,
10:20:19.603306|0.11|0.0|2019-04-11 14:20:19.603348,10:20:20,0.11,0,2019-04-11 14:20:20,,,,,
10:20:21.242385|0.12|0.0|2019-04-11 14:20:21.242442,10:20:21,0.12,0,2019-04-11 14:20:21,,,,,
10:20:22.640347|0.13|0.0|2019-04-11 14:20:22.640397,10:20:23,0.13,0,2019-04-11 14:20:23,,,,,
10:20:24.142322|0.14|0.1|2019-04-11 14:20:24.142375,10:20:24,0.14,0.1,2019-04-11 14:20:24,,,,,
10:20:25.352715|0.15|0.0|2019-04-11 14:20:25.352773,10:20:25,0.15,0,2019-04-11 14:20:25,,,,,
10:20:26.914306|0.16|0.0|2019-04-11 14:20:26.914351,10:20:27,0.16,0,2019-04-11 14:20:27,,,,,
10:20:28.685199|0.18|0.0|2019-04-11 14:20:28.685252,10:20:29,0.18,0,2019-04-11 14:20:29,,,,,
10:20:30.229462|0.19|0.0|2019-04-11 14:20:30.229513,10:20:30,0.19,0,2019-04-11 14:20:30,,,,,
10:20:31.647878|0.21|0.0|2019-04-11 14:20:31.647938,10:20:32,0.21,0,2019-04-11 14:20:32,,,,,
10:20:33.065669|0.22|0.0|2019-04-11 14:20:33.065724,10:20:33,0.22,0,2019-04-11 14:20:33,,,,,
10:20:34.274482|0.23|0.0|2019-04-11 14:20:34.274539,10:20:34,0.23,0,2019-04-11 14:20:34,,,,,
10:20:35.689151|0.24|0.0|2019-04-11 14:20:35.689212,10:20:36,0.24,0,2019-04-11 14:20:36,,,,,
10:25:32.681200|0.0|0.0|2019-04-11 14:25:32.681261,10:25:33,0,0,2019-04-11 14:25:33,,,,,
10:25:34.104656|0.1|0.0|2019-04-11 14:25:34.104698,10:25:34,0.1,0,2019-04-11 14:25:34,,,,,
10:25:35.612711|0.2|0.1|2019-04-11 14:25:35.612762,10:25:36,0.2,0.1,2019-04-11 14:25:36,,,,,
10:25:36.802172|0.17|0.0|2019-04-11 14:25:36.802227,10:25:37,0.17,0,2019-04-11 14:25:37,,,,,
10:25:38.002165|0.4|0.0|2019-04-11 14:25:38.002219,10:25:38,0.4,0,2019-04-11 14:25:38,,,,,
10:25:39.376409|0.5|0.0|2019-04-11 14:25:39.376478,10:25:39,0.5,0,2019-04-11 14:25:39,,,,,
10:25:40.638981|0.6|0.0|2019-04-11 14:25:40.639022,10:25:41,0.6,0,2019-04-11 14:25:41,,,,,
10:25:42.070475|0.7|0.1|2019-04-11 14:25:42.070530,10:25:42,0.7,0.1,2019-04-11 14:25:42,,,,,
10:25:43.279868|0.8|0.0|2019-04-11 14:25:43.279921,10:25:43,0.8,0,2019-04-11 14:25:43,,,,,
10:25:44.511197|0.9|0.0|2019-04-11 14:25:44.511247,10:25:45,0.9,0,2019-04-11 14:25:45,,,,,
10:25:47.296774|0.11|0.0|2019-04-11 14:25:47.296820,10:25:47,0.11,0,2019-04-11 14:25:47,,,,,
10:25:48.642317|0.12|0.0|2019-04-11 14:25:48.642376,10:25:49,0.12,0,2019-04-11 14:25:49,,,,,
10:25:49.742812|0.13|0.0|2019-04-11 14:25:49.742856,10:25:50,0.13,0,2019-04-11 14:25:50,,,,,
10:25:51.206872|0.14|0.1|2019-04-11 14:25:51.206926,10:25:51,0.14,0.1,2019-04-11 14:25:51,,,,,
10:25:52.452033|0.15|0.0|2019-04-11 14:25:52.452087,10:25:52,0.15,0,2019-04-11 14:25:52,,,,,
10:25:53.491223|0.16|0.0|2019-04-11 14:25:53.491270,10:25:53,0.16,0,2019-04-11 14:25:53,,,,,
10:25:55.151106|0.18|0.0|2019-04-11 14:25:55.151155,10:25:55,0.18,0,2019-04-11 14:25:55,,,,,
10:25:56.250777|0.19|0.0|2019-04-11 14:25:56.250832,10:25:56,0.19,0,2019-04-11 14:25:56,,,,,
10:25:57.632778|0.21|0.0|2019-04-11 14:25:57.632825,10:25:58,0.21,0,2019-04-11 14:25:58,,,,,
10:25:58.739625|0.22|0.0|2019-04-11 14:25:58.739676,10:25:59,0.22,0,2019-04-11 14:25:59,,,,,
10:26:00.076016|0.23|0.0|2019-04-11 14:26:00.076058,10:26:00,0.23,0,2019-04-11 14:26:00,,,,,
10:26:01.355962|0.24|0.0|2019-04-11 14:26:01.356027,10:26:01,0.24,0,2019-04-11 14:26:01,,,,,
10:30:18.215408|0.0|0.0|2019-04-11 14:30:18.215463,10:30:18,0,0,2019-04-11 14:30:18,,,,,
10:30:19.767381|0.1|0.0|2019-04-11 14:30:19.767447,10:30:20,0.1,0,2019-04-11 14:30:20,,,,,
10:30:21.425336|0.2|0.1|2019-04-11 14:30:21.425383,10:30:21,0.2,0.1,2019-04-11 14:30:21,,,,,
10:30:22.768267|0.17|0.0|2019-04-11 14:30:22.768323,10:30:23,0.17,0,2019-04-11 14:30:23,,,,,
10:30:24.234238|0.4|0.0|2019-04-11 14:30:24.234296,10:30:24,0.4,0,2019-04-11 14:30:24,,,,,
10:30:25.542021|0.5|0.0|2019-04-11 14:30:25.542080,10:30:26,0.5,0,2019-04-11 14:30:26,,,,,
10:30:26.943791|0.6|0.0|2019-04-11 14:30:26.943859,10:30:27,0.6,0,2019-04-11 14:30:27,,,,,
10:30:28.061904|0.7|0.1|2019-04-11 14:30:28.061960,10:30:28,0.7,0.1,2019-04-11 14:30:28,,,,,
10:30:29.572281|0.8|0.0|2019-04-11 14:30:29.572333,10:30:30,0.8,0,2019-04-11 14:30:30,,,,,
10:30:30.770356|0.9|0.0|2019-04-11 14:30:30.770413,10:30:31,0.9,0,2019-04-11 14:30:31,,,,,
10:30:32.628517|0.11|0.0|2019-04-11 14:30:32.628570,10:30:33,0.11,0,2019-04-11 14:30:33,,,,,
10:30:33.902385|0.12|0.0|2019-04-11 14:30:33.902442,10:30:34,0.12,0,2019-04-11 14:30:34,,,,,
10:30:35.067783|0.13|0.0|2019-04-11 14:30:35.067838,10:30:35,0.13,0,2019-04-11 14:30:35,,,,,
10:30:36.557070|0.14|0.1|2019-04-11 14:30:36.557130,10:30:37,0.14,0.1,2019-04-11 14:30:37,,,,,
10:30:38.215939|0.15|0.0|2019-04-11 14:30:38.215998,10:30:38,0.15,0,2019-04-11 14:30:38,,,,,
10:30:39.588704|0.16|0.0|2019-04-11 14:30:39.588767,10:30:40,0.16,0,2019-04-11 14:30:40,,,,,
10:30:41.588591|0.18|0.0|2019-04-11 14:30:41.588651,10:30:42,0.18,0,2019-04-11 14:30:42,,,,,
10:30:43.142629|0.19|0.0|2019-04-11 14:30:43.142694,10:30:43,0.19,0,2019-04-11 14:30:43,,,,,
10:30:44.589094|0.21|0.0|2019-04-11 14:30:44.589148,10:30:45,0.21,0,2019-04-11 14:30:45,,,,,
10:30:45.924309|0.22|0.0|2019-04-11 14:30:45.924361,10:30:46,0.22,0,2019-04-11 14:30:46,,,,,
10:30:47.252192|0.23|0.0|2019-04-11 14:30:47.252246,10:30:47,0.23,0,2019-04-11 14:30:47,,,,,
10:30:48.578523|0.24|0.0|2019-04-11 14:30:48.578567,10:30:49,0.24,0,2019-04-11 14:30:49,,,,,
10:35:06.083181|0.0|0.0|2019-04-11 14:35:06.083240,10:35:06,0,0,2019-04-11 14:35:06,,,,,
10:35:08.090684|0.1|0.0|2019-04-11 14:35:08.090740,10:35:08,0.1,0,2019-04-11 14:35:08,,,,,
10:35:10.769750|0.2|0.0|2019-04-11 14:35:10.769812,10:35:11,0.2,0,2019-04-11 14:35:11,,,,,
10:35:12.642830|0.17|0.0|2019-04-11 14:35:12.642887,10:35:13,0.17,0,2019-04-11 14:35:13,,,,,
10:35:14.388359|0.4|0.0|2019-04-11 14:35:14.388417,10:35:14,0.4,0,2019-04-11 14:35:14,,,,,
10:35:16.333428|0.5|0.0|2019-04-11 14:35:16.333490,10:35:16,0.5,0,2019-04-11 14:35:16,,,,,
10:35:17.812644|0.6|0.0|2019-04-11 14:35:17.812702,10:35:18,0.6,0,2019-04-11 14:35:18,,,,,
10:35:19.442063|0.7|0.1|2019-04-11 14:35:19.442128,10:35:19,0.7,0.1,2019-04-11 14:35:19,,,,,
10:35:21.543972|0.8|0.0|2019-04-11 14:35:21.544023,10:35:22,0.8,0,2019-04-11 14:35:22,,,,,
10:35:23.221956|0.9|0.0|2019-04-11 14:35:23.222007,10:35:23,0.9,0,2019-04-11 14:35:23,,,,,
10:35:25.270281|0.11|0.0|2019-04-11 14:35:25.270341,10:35:25,0.11,0,2019-04-11 14:35:25,,,,,
10:35:26.794822|0.12|0.0|2019-04-11 14:35:26.794878,10:35:27,0.12,0,2019-04-11 14:35:27,,,,,
10:35:28.417262|0.13|0.0|2019-04-11 14:35:28.417310,10:35:28,0.13,0,2019-04-11 14:35:28,,,,,
10:35:29.724748|0.14|0.1|2019-04-11 14:35:29.724797,10:35:30,0.14,0.1,2019-04-11 14:35:30,,,,,
10:35:31.271884|0.15|0.0|2019-04-11 14:35:31.271929,10:35:31,0.15,0,2019-04-11 14:35:31,,,,,
10:35:32.638355|0.16|0.0|2019-04-11 14:35:32.638408,10:35:33,0.16,0,2019-04-11 14:35:33,,,,,
10:35:35.640064|0.18|0.0|2019-04-11 14:35:35.640117,10:35:36,0.18,0,2019-04-11 14:35:36,,,,,
10:35:37.452190|0.19|0.0|2019-04-11 14:35:37.452241,10:35:37,0.19,0,2019-04-11 14:35:37,,,,,
10:35:39.070664|0.21|0.0|2019-04-11 14:35:39.070718,10:35:39,0.21,0,2019-04-11 14:35:39,,,,,
10:35:40.550768|0.22|0.0|2019-04-11 14:35:40.550819,10:35:41,0.22,0,2019-04-11 14:35:41,,,,,
10:35:41.963700|0.23|0.0|2019-04-11 14:35:41.963751,10:35:42,0.23,0,2019-04-11 14:35:42,,,,,
10:35:43.680350|0.24|0.0|2019-04-11 14:35:43.680405,10:35:44,0.24,0,2019-04-11 14:35:44,,,,,
10:40:00.730607|0.0|0.0|2019-04-11 14:40:00.730665,10:40:01,0,0,2019-04-11 14:40:01,,,,,
10:40:03.005845|0.1|0.0|2019-04-11 14:40:03.005900,10:40:03,0.1,0,2019-04-11 14:40:03,,,,,
10:40:05.304366|0.2|0.0|2019-04-11 14:40:05.304409,10:40:05,0.2,0,2019-04-11 14:40:05,,,,,
10:40:07.442041|0.17|0.0|2019-04-11 14:40:07.442189,10:40:07,0.17,0,2019-04-11 14:40:07,,,,,
10:40:09.242537|0.4|0.0|2019-04-11 14:40:09.242642,10:40:09,0.4,0,2019-04-11 14:40:09,,,,,
10:40:11.042306|0.5|0.0|2019-04-11 14:40:11.042355,10:40:11,0.5,0,2019-04-11 14:40:11,,,,,
10:40:12.672700|0.6|0.0|2019-04-11 14:40:12.672741,10:40:13,0.6,0,2019-04-11 14:40:13,,,,,
10:40:14.313481|0.7|0.1|2019-04-11 14:40:14.313534,10:40:14,0.7,0.1,2019-04-11 14:40:14,,,,,
10:40:16.248577|0.8|0.0|2019-04-11 14:40:16.248648,10:40:16,0.8,0,2019-04-11 14:40:16,,,,,
10:40:17.855760|0.9|0.0|2019-04-11 14:40:17.855812,10:40:18,0.9,0,2019-04-11 14:40:18,,,,,
10:40:19.851685|0.11|0.0|2019-04-11 14:40:19.851729,10:40:20,0.11,0,2019-04-11 14:40:20,,,,,
10:40:21.516277|0.12|0.0|2019-04-11 14:40:21.516324,10:40:22,0.12,0,2019-04-11 14:40:22,,,,,
10:40:23.248043|0.13|0.0|2019-04-11 14:40:23.248106,10:40:23,0.13,0,2019-04-11 14:40:23,,,,,
10:40:24.866438|0.14|0.1|2019-04-11 14:40:24.866494,10:40:25,0.14,0.1,2019-04-11 14:40:25,,,,,
10:40:26.609349|0.15|0.0|2019-04-11 14:40:26.609410,10:40:27,0.15,0,2019-04-11 14:40:27,,,,,
10:40:28.101506|0.16|0.0|2019-04-11 14:40:28.101564,10:40:28,0.16,0,2019-04-11 14:40:28,,,,,
10:40:30.022829|0.18|0.0|2019-04-11 14:40:30.022883,10:40:30,0.18,0,2019-04-11 14:40:30,,,,,
10:40:31.528386|0.19|0.0|2019-04-11 14:40:31.528440,10:40:32,0.19,0,2019-04-11 14:40:32,,,,,
10:40:33.127432|0.21|0.0|2019-04-11 14:40:33.127488,10:40:33,0.21,0,2019-04-11 14:40:33,,,,,
10:40:34.686316|0.22|0.0|2019-04-11 14:40:34.686370,10:40:35,0.22,0,2019-04-11 14:40:35,,,,,
10:40:36.319437|0.23|0.0|2019-04-11 14:40:36.319478,10:40:36,0.23,0,2019-04-11 14:40:36,,,,,
10:40:37.743262|0.24|0.0|2019-04-11 14:40:37.743328,10:40:38,0.24,0,2019-04-11 14:40:38,,,,,
11:03:10.265936|0.0|0.0|2019-04-11 15:03:10.266021,11:03:10,0,0,2019-04-11 15:03:10,,,,,
11:03:11.865498|0.1|0.0|2019-04-11 15:03:11.865559,11:03:12,0.1,0,2019-04-11 15:03:12,,,,,
11:03:14.632543|0.2|0.0|2019-04-11 15:03:14.632606,11:03:15,0.2,0,2019-04-11 15:03:15,,,,,
11:03:16.097449|0.17|0.0|2019-04-11 15:03:16.097509,11:03:16,0.17,0,2019-04-11 15:03:16,,,,,
11:03:18.763858|0.4|0.0|2019-04-11 15:03:18.763922,11:03:19,0.4,0,2019-04-11 15:03:19,,,,,
11:03:21.056817|0.0|0.0|2019-04-11 15:03:21.056932,11:03:21,0,0,2019-04-11 15:03:21,,,,,
11:03:24.329938|0.1|0.0|2019-04-11 15:03:24.330005,11:03:24,0.1,0,2019-04-11 15:03:24,,,,,
11:03:24.846185|0.7|0.1|2019-04-11 15:03:24.846241,11:03:25,0.7,0.1,2019-04-11 15:03:25,,,,,
11:03:26.953093|0.2|0.0|2019-04-11 15:03:26.953148,11:03:27,0.2,0,2019-04-11 15:03:27,,,,,
11:03:30.288768|0.17|0.0|2019-04-11 15:03:30.288819,11:03:30,0.17,0,2019-04-11 15:03:30,,,,,
11:03:31.681036|0.11|0.1|2019-04-11 15:03:31.681092,11:03:32,0.11,0.1,2019-04-11 15:03:32,,,,,
11:03:33.299645|0.5|0.0|2019-04-11 15:03:33.299706,11:03:33,0.5,0,2019-04-11 15:03:33,,,,,
11:03:36.328977|0.6|0.0|2019-04-11 15:03:36.329034,11:03:36,0.6,0,2019-04-11 15:03:36,,,,,
11:03:42.607939|0.7|0.1|2019-04-11 15:03:42.607981,11:03:43,0.7,0.1,2019-04-11 15:03:43,,,,,
11:03:44.389786|0.15|0.0|2019-04-11 15:03:44.389833,11:03:44,0.15,0,2019-04-11 15:03:44,,,,,
11:03:49.331201|0.16|0.0|2019-04-11 15:03:49.331240,11:03:49,0.16,0,2019-04-11 15:03:49,,,,,
11:03:53.560712|0.11|0.1|2019-04-11 15:03:53.560763,11:03:54,0.11,0.1,2019-04-11 15:03:54,,,,,
11:03:56.865612|0.19|0.0|2019-04-11 15:03:56.865653,11:03:57,0.19,0,2019-04-11 15:03:57,,,,,
11:04:00.522555|0.21|0.0|2019-04-11 15:04:00.522618,11:04:01,0.21,0,2019-04-11 15:04:01,,,,,
11:04:03.235946|0.14|0.1|2019-04-11 15:04:03.236001,11:04:03,0.14,0.1,2019-04-11 15:04:03,,,,,
11:04:06.815804|0.23|0.0|2019-04-11 15:04:06.815866,11:04:07,0.23,0,2019-04-11 15:04:07,,,,,
11:04:10.916723|0.24|0.0|2019-04-11 15:04:10.916782,11:04:11,0.24,0,2019-04-11 15:04:11,,,,,
11:04:13.816705|0.18|0.1|2019-04-11 15:04:13.816756,11:04:14,0.18,0.1,2019-04-11 15:04:14,,,,,
11:04:16.015288|0.19|0.0|2019-04-11 15:04:16.015366,11:04:16,0.19,0,2019-04-11 15:04:16,,,,,
11:04:19.785770|0.21|0.0|2019-04-11 15:04:19.785810,11:04:20,0.21,0,2019-04-11 15:04:20,,,,,
11:04:23.215765|0.22|0.0|2019-04-11 15:04:23.215811,11:04:23,0.22,0,2019-04-11 15:04:23,,,,,
11:04:26.615703|0.23|0.0|2019-04-11 15:04:26.615766,11:04:27,0.23,0,2019-04-11 15:04:27,,,,,
11:04:29.715782|0.24|0.0|2019-04-11 15:04:29.715855,11:04:30,0.24,0,2019-04-11 15:04:30,,,,,
17:10:22.650140|0.0|0.0|2019-04-11 21:10:22.650202,17:10:23,0,0,2019-04-11 21:10:23,,,,,
17:10:26.265925|0.1|0.0|2019-04-11 21:10:26.265990,17:10:26,0.1,0,2019-04-11 21:10:26,,,,,
17:10:27.726461|0.2|0.0|2019-04-11 21:10:27.726536,17:10:28,0.2,0,2019-04-11 21:10:28,,,,,
17:10:30.365816|0.17|0.0|2019-04-11 21:10:30.365875,17:10:30,0.17,0,2019-04-11 21:10:30,,,,,
17:10:31.715436|0.4|0.0|2019-04-11 21:10:31.715501,17:10:32,0.4,0,2019-04-11 21:10:32,,,,,
17:10:32.872390|0.5|0.0|2019-04-11 21:10:32.872449,17:10:33,0.5,0,2019-04-11 21:10:33,,,,,
17:10:33.840013|0.6|0.0|2019-04-11 21:10:33.840074,17:10:34,0.6,0,2019-04-11 21:10:34,,,,,
17:10:36.537927|0.7|0.0|2019-04-11 21:10:36.537969,17:10:37,0.7,0,2019-04-11 21:10:37,,,,,
17:10:37.413144|0.8|0.0|2019-04-11 21:10:37.413201,17:10:37,0.8,0,2019-04-11 21:10:37,,,,,
17:10:38.334168|0.9|0.0|2019-04-11 21:10:38.334252,17:10:38,0.9,0,2019-04-11 21:10:38,,,,,
17:10:41.281468|0.11|0.0|2019-04-11 21:10:41.281524,17:10:41,0.11,0,2019-04-11 21:10:41,,,,,
17:10:42.187941|0.12|0.0|2019-04-11 21:10:42.187999,17:10:42,0.12,0,2019-04-11 21:10:42,,,,,
17:10:43.142660|0.13|0.0|2019-04-11 21:10:43.142712,17:10:43,0.13,0,2019-04-11 21:10:43,,,,,
17:10:44.011678|0.14|0.0|2019-04-11 21:10:44.011736,17:10:44,0.14,0,2019-04-11 21:10:44,,,,,
17:10:44.890175|0.15|0.0|2019-04-11 21:10:44.890235,17:10:45,0.15,0,2019-04-11 21:10:45,,,,,
17:10:45.802751|0.16|0.0|2019-04-11 21:10:45.802816,17:10:46,0.16,0,2019-04-11 21:10:46,,,,,
17:10:49.029977|0.18|0.0|2019-04-11 21:10:49.030025,17:10:49,0.18,0,2019-04-11 21:10:49,,,,,
17:10:49.973081|0.19|0.0|2019-04-11 21:10:49.973136,17:10:50,0.19,0,2019-04-11 21:10:50,,,,,
17:10:51.066994|0.21|0.0|2019-04-11 21:10:51.067035,17:10:51,0.21,0,2019-04-11 21:10:51,,,,,
17:10:52.122121|0.22|0.1|2019-04-11 21:10:52.122180,17:10:52,0.22,0.1,2019-04-11 21:10:52,,,,,
17:10:54.681277|0.23|0.0|2019-04-11 21:10:54.681327,17:10:55,0.23,0,2019-04-11 21:10:55,,,,,
17:10:57.332796|0.24|0.0|2019-04-11 21:10:57.332854,17:10:57,0.24,0,2019-04-11 21:10:57,,,,,
17:15:05.076801|0.0|0.0|2019-04-11 21:15:05.076853,17:15:05,0,0,2019-04-11 21:15:05,,,,,
17:15:08.171067|0.1|0.0|2019-04-11 21:15:08.171136,17:15:08,0.1,0,2019-04-11 21:15:08,,,,,
17:15:11.216416|0.2|0.0|2019-04-11 21:15:11.216487,17:15:11,0.2,0,2019-04-11 21:15:11,,,,,
17:15:13.967026|0.17|0.0|2019-04-11 21:15:13.967073,17:15:14,0.17,0,2019-04-11 21:15:14,,,,,
17:15:16.633876|0.4|0.0|2019-04-11 21:15:16.633939,17:15:17,0.4,0,2019-04-11 21:15:17,,,,,
17:15:17.834109|0.5|0.0|2019-04-11 21:15:17.834158,17:15:18,0.5,0,2019-04-11 21:15:18,,,,,
17:15:19.150083|0.6|0.0|2019-04-11 21:15:19.150146,17:15:19,0.6,0,2019-04-11 21:15:19,,,,,
17:15:22.632854|0.7|0.0|2019-04-11 21:15:22.632914,17:15:23,0.7,0,2019-04-11 21:15:23,,,,,
17:15:26.316973|0.8|0.0|2019-04-11 21:15:26.317050,17:15:26,0.8,0,2019-04-11 21:15:26,,,,,
17:15:29.291275|0.9|0.0|2019-04-11 21:15:29.291353,17:15:29,0.9,0,2019-04-11 21:15:29,,,,,
17:15:32.515895|0.11|0.0|2019-04-11 21:15:32.515968,17:15:33,0.11,0,2019-04-11 21:15:33,,,,,
17:15:35.307203|0.12|0.0|2019-04-11 21:15:35.307268,17:15:35,0.12,0,2019-04-11 21:15:35,,,,,
17:15:36.512062|0.13|0.0|2019-04-11 21:15:36.512104,17:15:37,0.13,0,2019-04-11 21:15:37,,,,,
17:15:41.401891|0.14|0.0|2019-04-11 21:15:41.401953,17:15:41,0.14,0,2019-04-11 21:15:41,,,,,
