STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,ENTRY_DELTA,EXITS                                                               ,EXIT_DELTA,Diff
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,26549429,,10971426,,
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,26549491,62,10971469,43,19
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,26549782,291,10971713,244,47
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,26550569,787,10972236,523,264
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,26551747,1178,10972721,485,693
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,26552530,783,10973033,312,471
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,26599484,33,10856483,47,-14
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,26599664,180,10856691,208,-28
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,26600348,684,10857121,430,254
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,26601386,1038,10857588,467,571
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,26602026,640,10857869,281,359
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,14462900,30,5694023,43,-13
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,14463037,137,5694299,276,-139
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,14463655,618,5694703,404,214
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,14464604,949,5695083,380,569
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,14465169,565,5695278,195,370
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,67600236,0,18220819,12,-12
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,67600243,7,18220901,82,-75
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,67600290,47,18221063,162,-115
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,67600359,69,18221369,306,-237
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,67600375,16,18221524,155,-139
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,5187890,1,8081244,11,-10
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,5187915,25,8081361,117,-92
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,5187999,84,8081647,286,-202
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,5188151,152,8082079,432,-280
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,5188227,76,8082308,229,-153
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,4377409,44,8375904,92,-48
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,4377571,162,8376559,655,-493
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,4377908,337,8377349,790,-453
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,4378440,532,8378185,836,-304
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,4378793,353,8378675,490,-137
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,12390405,0,5371367,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,12390484,79,5371394,27,52
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,12390761,277,5371585,191,86
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,12391256,495,5371911,326,169
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,12392024,768,5372213,302,466
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,12392557,533,5372387,174,359
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,13539809,0,3455944,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,13539870,61,3455969,25,36
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,13540115,245,3456061,92,153
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,13540578,463,3456229,168,295
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,13541249,671,3456436,207,464
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,13541700,451,3456523,87,364
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,7598492,0,1818913,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,7598532,40,1818926,13,27
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,7598747,215,1819008,82,133
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,7599176,429,1819159,151,278
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,7599915,739,1819341,182,557
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,7600397,482,1819426,85,397
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,7023316,0,2630001,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,7023384,68,2630020,19,49
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,7023575,191,2630115,95,96
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,7024026,451,2630309,194,257
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,7024776,750,2630693,384,366
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,7025414,638,2630887,194,444
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,1238700483,0,1813159659,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,1238700394,89,1813159689,30,59
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,1238700222,172,1813159859,170,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,1238699824,398,1813160234,375,23
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,1238699014,810,1813160696,462,348
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,1238698253,761,1813160925,229,532
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,534197,0,229510,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,534336,139,229602,92,47
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,534584,248,229980,378,-130
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,535198,614,230442,462,152
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,536226,1028,230860,418,610
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,537175,949,231158,298,651
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,10735565,0,27010526,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,10735619,54,27010658,132,-78
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,10735750,131,27011386,728,-597
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,10736011,261,27012313,927,-666
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,10736436,425,27013294,981,-556
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,10736815,379,27013864,570,-191
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,14635987,0,30405157,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,14636040,53,30405248,91,-38
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,14636195,155,30405873,625,-470
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,14636521,326,30406657,784,-458
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,14637024,503,30407542,885,-382
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,14637477,453,30408011,469,-16
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,3:00:00,REGULAR,84960175,0,1043525,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,7:00:00,REGULAR,84960184,9,1043542,17,-8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,11:00:00,REGULAR,84960220,36,1043626,84,-48
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,15:00:00,REGULAR,84960292,72,1043778,152,-80
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,19:00:00,REGULAR,84960449,157,1043978,200,-43
34 ST-HERALD SQ,BDFMNQRW,BMT,2/23/19,23:00:00,REGULAR,84960601,152,1044113,135,17
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,0:00:00,REGULAR,12880850,0,11643663,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,4:00:00,REGULAR,12880956,106,11643741,78,28
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,8:00:00,REGULAR,12881056,100,11643856,115,-15
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,12:00:00,REGULAR,12881364,308,11644289,433,-125
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,16:00:00,REGULAR,12881849,485,11644872,583,-98
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,20:00:00,REGULAR,12882281,432,11645430,558,-126
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,0:00:00,REGULAR,11137561,0,3600701,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,4:00:00,REGULAR,11137650,89,3600735,34,55
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,8:00:00,REGULAR,11137723,73,3600781,46,27
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,12:00:00,REGULAR,11137995,272,3600941,160,112
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,16:00:00,REGULAR,11138373,378,3601191,250,128
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,20:00:00,REGULAR,11138753,380,3601426,235,145
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,0:00:00,REGULAR,384117,0,109536,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,4:00:00,REGULAR,384197,80,109589,53,27
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,8:00:00,REGULAR,384272,75,109640,51,24
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,12:00:00,REGULAR,384515,243,109763,123,120
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,16:00:00,REGULAR,384968,453,109925,162,291
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,20:00:00,REGULAR,385412,444,110045,120,324
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,0:00:00,REGULAR,2797716,0,1876165,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,4:00:00,REGULAR,2797740,24,1876189,24,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,8:00:00,REGULAR,2797771,31,1876227,38,-7
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,12:00:00,REGULAR,2797856,85,1876333,106,-21
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,16:00:00,REGULAR,2797978,122,1876485,152,-30
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,20:00:00,REGULAR,2798084,106,1876624,139,-33
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,0:00:00,REGULAR,3348022,0,2257528,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,4:00:00,REGULAR,3348066,44,2257543,15,29
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,8:00:00,REGULAR,3348086,20,2257569,26,-6
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,12:00:00,REGULAR,3348154,68,2257671,102,-34
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,16:00:00,REGULAR,3348264,110,2257819,148,-38
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,20:00:00,REGULAR,3348350,86,2257958,139,-53
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,0:00:00,REGULAR,2613492,0,4099145,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,4:00:00,REGULAR,2613528,36,4099170,25,11
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,8:00:00,REGULAR,2613541,13,4099202,32,-19
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,12:00:00,REGULAR,2613592,51,4099357,155,-104
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,16:00:00,REGULAR,2613686,94,4099592,235,-141
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,20:00:00,REGULAR,2613787,101,4099828,236,-135
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,0:00:00,REGULAR,1334954,0,4787734,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,4:00:00,REGULAR,1334971,17,4787817,83,-66
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,8:00:00,REGULAR,1334990,19,4787940,123,-104
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,12:00:00,REGULAR,1335033,43,4788352,412,-369
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,16:00:00,REGULAR,1335124,91,4788855,503,-412
DELANCEY/ESSEX,FJMZ,BMT,2/23/19,20:00:00,REGULAR,1335239,115,4789385,530,-415
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,11112063,0,4399742,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,11112085,22,4399763,21,1
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,11112187,102,4399819,56,46
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,11112375,188,4399891,72,116
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,11112586,211,4399985,94,117
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,11112686,100,4400013,28,72
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,1081989,0,335172,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,1082007,18,335178,6,12
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,1082084,77,335217,39,38
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,1082225,141,335269,52,89
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,1082356,131,335313,44,87
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,1082415,59,335331,18,41
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,4499710,0,2138822,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,4499715,5,2138835,13,-8
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,4499756,41,2138898,63,-22
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,4499838,82,2138970,72,10
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,4499923,85,2139019,49,36
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,4499974,51,2139051,32,19
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,618488,0,1278516,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,618489,1,1278537,21,-20
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,618516,27,1278658,121,-94
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,618563,47,1278793,135,-88
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,618607,44,1278891,98,-54
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,618624,17,1278933,42,-25
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,90139,0,26448,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,90160,21,26456,8,13
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,90269,109,26489,33,76
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,90498,229,26530,41,188
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,90738,240,26606,76,164
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,90885,147,26635,29,118
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,2354545,0,825435,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,2354549,4,825438,3,1
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,2354618,69,825465,27,42
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,2354767,149,825517,52,97
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,2354918,151,825564,47,104
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,2355031,113,825604,40,73
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,7244929,0,4711077,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,7244932,3,4711086,9,-6
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,7245022,90,4711138,52,38
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,7245223,201,4711204,66,135
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,7245396,173,4711290,86,87
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,7245491,95,4711360,70,25
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,2974719,0,2162830,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,2974740,21,2162848,18,3
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,2974959,219,2162934,86,133
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,2975310,351,2163034,100,251
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,2975633,323,2163144,110,213
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,2975827,194,2163278,134,60
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,107153,0,876632,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,107154,1,876671,39,-38
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,107166,12,876818,147,-135
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,107201,35,877039,221,-186
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,107242,41,877292,253,-212
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,107261,19,877475,183,-164
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,2663952,0,1346258,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,2663957,5,1346266,8,-3
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,2663984,27,1346311,45,-18
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,2664030,46,1346392,81,-35
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,2664122,92,1346493,101,-9
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,2664162,40,1346551,58,-18
4AV-9 ST,DFGMNR,BMT,2/23/19,3:00:00,REGULAR,1093238,0,995321,0,0
4AV-9 ST,DFGMNR,BMT,2/23/19,7:00:00,REGULAR,1093251,13,995337,16,-3
4AV-9 ST,DFGMNR,BMT,2/23/19,11:00:00,REGULAR,1093311,60,995372,35,25
4AV-9 ST,DFGMNR,BMT,2/23/19,15:00:00,REGULAR,1093410,99,995464,92,7
4AV-9 ST,DFGMNR,BMT,2/23/19,19:00:00,REGULAR,1093589,179,995591,127,52
4AV-9 ST,DFGMNR,BMT,2/23/19,23:00:00,REGULAR,1093689,100,995682,91,9
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,945883,0,1670565,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,945902,19,1670661,96,-77
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,945946,44,1670812,151,-107
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,946000,54,1671082,270,-216
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,946156,156,1671502,420,-264
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,946299,143,1671798,296,-153
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,7122224,0,6288958,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,7122238,14,6288968,10,4
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,7122284,46,6288997,29,17
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,7122369,85,6289088,91,-6
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,7122512,143,6289247,159,-16
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,7122650,138,6289332,85,53
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,604770406,0,302342023,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,604770408,2,302342028,5,-3
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,604770442,34,302342037,9,25
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,604770489,47,302342089,52,-5
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,604770607,118,302342180,91,27
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,604770701,94,302342215,35,59
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,7039639,0,4698820,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,7039645,6,4698826,6,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,7039671,26,4698838,12,14
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,7039727,56,4698873,35,21
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,7039837,110,4698919,46,64
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,7039920,83,4698950,31,52
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,3478547,0,2438286,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,3478552,5,2438295,9,-4
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,3478559,7,2438310,15,-8
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,3478596,37,2438347,37,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,3478685,89,2438405,58,31
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,3478758,73,2438456,51,22
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,2461181,0,2028154,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,2461181,0,2028158,4,-4
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,2461188,7,2028163,5,2
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,2461209,21,2028188,25,-4
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,2461246,37,2028241,53,-16
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,2461289,43,2028267,26,17
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,3319787,0,1290141,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,3319791,4,1290146,5,-1
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,3319807,16,1290154,8,8
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,3319833,26,1290176,22,4
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,3319898,65,1290219,43,22
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,3319951,53,1290239,20,33
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,212623,0,63425,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,212624,1,63426,1,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,212633,9,63433,7,2
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,212674,41,63442,9,32
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,212730,56,63463,21,35
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,212779,49,63475,12,37
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,2390802,0,440255,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,2390803,1,440255,0,1
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,2390810,7,440258,3,4
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,2390837,27,440266,8,19
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,2390913,76,440289,23,53
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,2390959,46,440299,10,36
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,3443,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,3443,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,3443,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,3443,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,3443,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,3443,0,0,0,0
