STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,ENTRY_DELTA,EXITS                                                               ,EXIT_DELTA,Diff
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,3481362,25,2441245,45,-20
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,3481438,76,2441300,55,21
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,3481506,68,2441339,39,29
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,2462955,0,2030297,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,2462957,2,2030303,6,-4
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,2462965,8,2030311,8,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,2462995,30,2030370,59,-29
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,2463040,45,2030465,95,-50
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,2463100,60,2030499,34,26
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,3322225,0,1291691,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,3322227,2,1291695,4,-2
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,3322233,6,1291700,5,1
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,3322257,24,1291736,36,-12
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,3322350,93,1291790,54,39
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,3322432,82,1291818,28,54
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,215140,0,64455,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,215145,5,64455,0,5
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,215160,15,64462,7,8
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,215200,40,64483,21,19
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,215293,93,64510,27,66
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,215388,95,64524,14,81
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,2392831,0,440952,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,2392834,3,440953,1,2
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,2392847,13,440961,8,5
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,2392873,26,440973,12,14
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,2392955,82,441001,28,54
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,2393009,54,441005,4,50
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,3446,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,3446,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,3446,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,3446,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,3446,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,3446,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,357406,0,670692,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,357406,0,670692,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,357406,0,670692,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,357408,2,670711,19,-17
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,357410,2,670725,14,-12
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,357410,0,670734,9,-9
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,16971793,0,74023,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,16971802,9,74035,12,-3
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,16971845,43,74042,7,36
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,16971998,153,74068,26,127
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,16972121,123,74107,39,84
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,16972225,104,74145,38,66
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,768278,0,482741,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,768281,3,482748,7,-4
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,768317,36,482760,12,24
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,768436,119,482797,37,82
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,768536,100,482855,58,42
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,768600,64,482925,70,-6
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,627278,0,736615,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,627282,4,736625,10,-6
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,627315,33,736643,18,15
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,627409,94,736714,71,23
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,627525,116,736824,110,6
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,627605,80,736945,121,-41
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,268107,0,383831,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,268114,7,383872,41,-34
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,268193,79,383922,50,29
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,268379,186,384060,138,48
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,268583,204,384287,227,-23
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,268714,131,384553,266,-135
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,7421591,0,10541670,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,7421613,22,10541753,83,-61
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,7421771,158,10541832,79,79
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,7422078,307,10542047,215,92
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,7422358,280,10542351,304,-24
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,7422590,232,10542741,390,-158
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,478005,0,362931,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,478050,45,363080,149,-104
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,478309,259,363184,104,155
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,478794,485,363417,233,252
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,479256,462,363671,254,208
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,479635,379,364049,378,1
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,2263,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,2263,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,2263,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,2263,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,2263,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,2265,2,0,0,2
CONEY IS-STILLW,DFNQ,BMT,3/9/19,0:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,4:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,8:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,12:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,16:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,3/9/19,20:00:00,REGULAR,2,0,236,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,4332219,0,9196780,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,4332219,0,9196788,8,-8
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,4332226,7,9196854,66,-59
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,4332237,11,9196952,98,-87
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,4332254,17,9197042,90,-73
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,4332255,1,9197084,42,-41
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,3073167,0,2450182,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,3073175,8,2450187,5,3
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,3073193,18,2450224,37,-19
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,3073236,43,2450289,65,-22
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,3073266,30,2450332,43,-13
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,3073282,16,2450342,10,6
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,3394456,0,1649018,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,3394462,6,1649021,3,3
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,3394489,27,1649052,31,-4
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,3394552,63,1649099,47,16
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,3394612,60,1649126,27,33
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,3394633,21,1649132,6,15
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,1070521,0,347648,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,1070527,6,347649,1,5
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,1070586,59,347682,33,26
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,1070681,95,347713,31,64
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,1070803,122,347758,45,77
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,1070831,28,347775,17,11
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,1361,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,1361,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,1361,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,1361,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,1361,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,1361,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,833696,0,34449,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,833707,11,34449,0,11
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,833792,85,34451,2,83
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,833856,64,34451,0,64
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,833906,50,34456,5,45
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,833927,21,34459,3,18
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,3:00:00,REGULAR,610228,0,167444,0,0
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,7:00:00,REGULAR,610237,9,167444,0,9
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,11:00:00,REGULAR,610265,28,167455,11,17
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,15:00:00,REGULAR,610293,28,167459,4,24
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,19:00:00,REGULAR,610337,44,167475,16,28
W 8 ST-AQUARIUM,FQ,BMT,3/9/19,23:00:00,REGULAR,610355,18,167480,5,13
6 AV,FLM123,BMT,3/9/19,3:00:00,REGULAR,7786256,0,9634934,0,0
6 AV,FLM123,BMT,3/9/19,7:00:00,REGULAR,7786279,23,9634972,38,-15
6 AV,FLM123,BMT,3/9/19,11:00:00,REGULAR,7786368,89,9635054,82,7
6 AV,FLM123,BMT,3/9/19,15:00:00,REGULAR,7786643,275,9635197,143,132
6 AV,FLM123,BMT,3/9/19,19:00:00,REGULAR,7787109,466,9635326,129,337
6 AV,FLM123,BMT,3/9/19,23:00:00,REGULAR,7787426,317,9635425,99,218
6 AV,FLM123,BMT,3/9/19,3:00:00,REGULAR,6185272,0,1636204,0,0
6 AV,FLM123,BMT,3/9/19,7:00:00,REGULAR,6185288,16,1636211,7,9
6 AV,FLM123,BMT,3/9/19,11:00:00,REGULAR,6185351,63,1636225,14,49
6 AV,FLM123,BMT,3/9/19,15:00:00,REGULAR,6185531,180,1636239,14,166
6 AV,FLM123,BMT,3/9/19,19:00:00,REGULAR,6185833,302,1636265,26,276
6 AV,FLM123,BMT,3/9/19,23:00:00,REGULAR,6186056,223,1636290,25,198
6 AV,FLM123,BMT,3/9/19,3:00:00,REGULAR,1209940330,0,1200632165,0,0
6 AV,FLM123,BMT,3/9/19,7:00:00,REGULAR,1209940330,0,1200632165,0,0
6 AV,FLM123,BMT,3/9/19,11:00:00,REGULAR,1209940205,125,1200632156,9,116
6 AV,FLM123,BMT,3/9/19,15:00:00,REGULAR,1209939793,412,1200632134,22,390
6 AV,FLM123,BMT,3/9/19,19:00:00,REGULAR,1209939180,613,1200632113,21,592
6 AV,FLM123,BMT,3/9/19,23:00:00,REGULAR,1209938772,408,1200632106,7,401
6 AV,FLM123,BMT,3/9/19,3:00:00,REGULAR,118887,0,53414,0,0
6 AV,FLM123,BMT,3/9/19,7:00:00,REGULAR,118887,0,53414,0,0
6 AV,FLM123,BMT,3/9/19,11:00:00,REGULAR,118887,0,53414,0,0
6 AV,FLM123,BMT,3/9/19,15:00:00,REGULAR,118887,0,53414,0,0
6 AV,FLM123,BMT,3/9/19,19:00:00,REGULAR,118887,0,53414,0,0
6 AV,FLM123,BMT,3/9/19,23:00:00,REGULAR,118887,0,53414,0,0
6 AV,FLM123,BMT,3/9/19,3:00:00,REGULAR,1732401,0,1023296,0,0
6 AV,FLM123,BMT,3/9/19,7:00:00,REGULAR,1732401,0,1023298,2,-2
6 AV,FLM123,BMT,3/9/19,11:00:00,REGULAR,1732401,0,1023298,0,0
6 AV,FLM123,BMT,3/9/19,15:00:00,REGULAR,1732401,0,1023299,1,-1
6 AV,FLM123,BMT,3/9/19,19:00:00,REGULAR,1732401,0,1023300,1,-1
6 AV,FLM123,BMT,3/9/19,23:00:00,REGULAR,1732401,0,1023301,1,-1
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,26615866,0,11003209,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,26615923,57,11003239,30,27
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,26616162,239,11003416,177,62
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,26616805,643,11003749,333,310
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,26617697,892,11004076,327,565
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,26654038,0,10884438,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,26654082,44,10884485,47,-3
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,26654254,172,10884689,204,-32
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,26654779,525,10885010,321,204
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,26655516,737,10885345,335,402
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,14515534,0,5720023,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,14515551,17,5720072,49,-32
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,14515664,113,5720254,182,-69
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,14516068,404,5720574,320,84
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,14516716,648,5720829,255,393
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,67607360,0,18240255,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,67607361,1,18240270,15,-14
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,67607367,6,18240338,68,-62
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,67607396,29,18240465,127,-98
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,67607433,37,18240645,180,-143
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,5200104,0,8104430,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,5200108,4,8104441,11,-7
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,5200117,9,8104545,104,-95
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,5200180,63,8104805,260,-197
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,5200248,68,8105106,301,-233
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,4411841,0,8443370,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,4411881,40,8443494,124,-84
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,4412021,140,8444044,550,-410
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,4412349,328,8444692,648,-320
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,4412790,441,8445307,615,-174
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,12445931,0,5392897,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,12446031,100,5392933,36,64
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,12446251,220,5393078,145,75
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,12446749,498,5393289,211,287
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,12447334,585,5393531,242,343
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,13591628,0,3467514,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,13591697,69,3467534,20,49
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,13591937,240,3467615,81,159
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,13592363,426,3467747,132,294
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,13592954,591,3467867,120,471
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,7645110,0,1829064,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,7645161,51,1829081,17,34
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,7645301,140,1829155,74,66
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,7645689,388,1829277,122,266
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,7646200,511,1829406,129,382
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,7069459,0,2647462,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,7069530,71,2647492,30,41
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,7069683,153,2647586,94,59
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,7070127,444,2647793,207,237
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,7070729,602,2648041,248,354
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,1238644750,0,1813183710,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,1238644636,114,1813183760,50,64
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,1238644454,182,1813183933,173,9
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,1238643966,488,1813184248,315,173
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,1238643265,701,1813184542,294,407
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,599166,0,260075,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,599320,154,260180,105,49
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,599527,207,260531,351,-144
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,600236,709,260980,449,260
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,601098,862,261374,394,468
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,10766298,0,27094162,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,10766338,40,27094315,153,-113
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,10766434,96,27094827,512,-416
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,10766666,232,27095533,706,-474
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,10767048,382,27096259,726,-344
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,14665850,0,30485893,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,14665901,51,30486012,119,-68
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,14666016,115,30486557,545,-430
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,14666299,283,30487193,636,-353
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,14666722,423,30487817,624,-201
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,4:00:00,REGULAR,84972347,0,1055912,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,8:00:00,REGULAR,84972365,18,1055939,27,-9
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,12:00:00,REGULAR,84972398,33,1056052,113,-80
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,16:00:00,REGULAR,84972457,59,1056199,147,-88
34 ST-HERALD SQ,BDFMNQRW,BMT,3/10/19,20:00:00,REGULAR,84972621,164,1056334,135,29
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,0:00:00,REGULAR,12920132,0,11668376,0,0
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,5:00:00,REGULAR,12920251,119,11668477,101,18
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,9:00:00,REGULAR,12920339,88,11668591,114,-26
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,13:00:00,REGULAR,12920596,257,11668947,356,-99
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,17:00:00,REGULAR,12921042,446,11669451,504,-58
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,21:00:00,REGULAR,12921419,377,11669784,333,44
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,0:00:00,REGULAR,11168888,0,3611545,0,0
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,5:00:00,REGULAR,11169005,117,3611599,54,63
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,9:00:00,REGULAR,11169081,76,3611636,37,39
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,13:00:00,REGULAR,11169284,203,3611730,94,109
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,17:00:00,REGULAR,11169637,353,3611894,164,189
DELANCEY/ESSEX,FJMZ,BMT,3/10/19,21:00:00,REGULAR,11169903,266,3612008,114,152
